16I141817: União das freguesias de Além da Ribeira e Pedreira;239797;
16I141818: União das freguesias de Casais e Alviobeira;1201815;
16I141819: União das freguesias de Madalena e Beselga;5570786;
16I141820: União das freguesias de Serra e Junceira;628882;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;823244;
16I1419: Torres Novas;14889444;
16I141902: Assentiz;866580;
16I141904: Chancelaria;1655377;
16I141917: Meia Via;16217;
16I141909: Pedrógão;1103803;
16I141910: Riachos;1459772;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;2938890;
16I141919: União das freguesias de Olaia e Paço;2547669;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);2835677;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1242724;
16I141916: Zibreira;222735;
16I0510: Vila de Rei;895354;
16I051001: Fundada;61168;
16I051002: São João do Peso;90137;
16I051003: Vila de Rei;744048;
16I1420: Vila Nova da Barquinha;903087;
16I142001: Atalaia;69915;
16I142002: Praia do Ribatejo;42399;
16I142003: Tancos;28649;
16I142006: Vila Nova da Barquinha;762124;
16J: Beiras e Serra da Estrela;192614226;
16J0902: Almeida;10784836;
16J090203: Almeida;2357706;
16J090207: Castelo Bom;222711;
16J090209: Freineda;633062;
16J090210: Freixo;363328;
16J090213: Malhada Sorda;927777;
16J090219: Nave de Haver;373617;
16J090224: São Pedro de Rio Seco;408045;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;816053;
16J090231: União das freguesias de Azinhal, Peva e Valverde;884473;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;636860;
16J090233: União das freguesias de Junça e Naves;593898;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;605907;
16J090235: União das freguesias de Malpartida e Vale de Coelha;541126;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;229678;
16J090227: Vale da Mula;935714;
16J090229: Vilar Formoso;254882;
16J0501: Belmonte;8182375;
16J050102: Caria;3413673;
16J050104: Inguias;1076631;
16J050105: Maçainhas;504661;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;3187409;
16J0903: Celorico da Beira;6645347;
16J090302: Baraçal;215683;
16J090304: Carrapichana;115234;
16J090322: Casas do Soeiro;102293;
16J090306: Forno Telheiro;1280549;
16J090307: Lajeosa do Mondego;423264;
16J090308: Linhares;328496;
16J090309: Maçal do Chão;415405;
16J090310: Mesquitela;394845;
16J090311: Minhocal;602949;
16J090312: Prados;286606;
16J090314: Ratoeira;230146;
16J090323: União das freguesias de Açores e Velosa;499079;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;943037;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;445670;
16J090326: União das freguesias de Rapa e Cadafaz;205762;
16J090318: Vale de Azares;156330;
16J0503: Covilhã;22807150;
16J050302: Aldeia de São Francisco de Assis;4945;
16J050305: Boidobra;1231395;
16J050308: Cortes do Meio;339773;
16J050309: Dominguizo;127645;
16J050310: Erada;233754;
16J050311: Ferro;3769830;
16J050312: Orjais;3200303;
16J050314: Paul;497107;
16J050315: Peraboa;3020826;
16J050318: São Jorge da Beira;42205;
16J050322: Sobral de São Miguel;69790;
16J050324: Tortosendo;1052267;
16J050325: Unhais da Serra;657441;
16J050332: União das freguesias de Barco e Coutada;177687;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;178270;
16J050334: União das freguesias de Casegas e Ourondo;177912;
16J050335: União das freguesias de Covilhã e Canhoso;1785427;
16J050336: União das freguesias de Peso e Vales do Rio;216730;
16J050337: União das freguesias de Teixoso e Sarzedo;3181344;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;2444959;
16J050327: Verdelhos;397542;
16J0904: Figueira de Castelo Rodrigo;14378673;
16J090403: Castelo Rodrigo;1189333;
16J090406: Escalhão;1520370;
16J090408: Figueira de Castelo Rodrigo;745468;
16J090410: Mata de Lobos;913931;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;1407444;
16J090419: União das freguesias de Almofala e Escarigo;1223928;
16J090420: União das freguesias de Cinco Vilas e Reigada;1568163;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;1610178;
16J090422: União das freguesias do Colmeal e Vilar Torpim;2397553;
16J090415: Vermiosa;1802306;
16J0905: Fornos de Algodres;4179312;
16J090501: Algodres;416112;
16J090502: Casal Vasco;179723;
16J090504: Figueiró da Granja;273757;
16J090505: Fornos de Algodres;952174;
16J090507: Infias;99004;
16J090509: Maceira;317115;
16J090510: Matança;408474;
16J090511: Muxagata;264367;
16J090512: Queiriz;233439;
16J090517: União das freguesias de Cortiçô e Vila Chã;155841;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;533219;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;346087;
16J0504: Fundão;43386872;
16J050401: Alcaide;2542261;
16J050402: Alcaria;1555743;
16J050403: Alcongosta;2143148;
16J050406: Alpedrinha;3377253;
16J050408: Barroca;59832;
16J050410: Bogas de Cima;172184;
16J050411: Capinha;1817557;
16J050412: Castelejo;1499415;
16J050413: Castelo Novo;3930488;
16J050431: Enxames;866469;
16J050416: Fatela;791322;
16J050419: Lavacolhos;254970;
16J050420: Orca;2273668;
16J050421: Pêro Viseu;1247695;
16J050424: Silvares;284072;
16J050425: Soalheira;906451;
16J050426: Souto da Casa;1145080;
16J050427: Telhado;1100409;
16J050432: Três Povos;1927516;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;7338351;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;198847;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;2410517;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;5543622;
16J0906: Gouveia;7913668;
16J090602: Arcozelo;867382;
16J090603: Cativelos;627795;
16J090605: Folgosinho;665182;
16J090625: Gouveia;594962;
16J090612: Nespereira;311555;
16J090613: Paços da Serra;248755;
16J090614: Ribamondego;99346;
16J090617: São Paio;302332;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;250121;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;189926;
16J090626: União das freguesias de Melo e Nabais;937552;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;954027;
16J090628: União das freguesias de Rio Torto e Lagarinhos;523975;
16J090619: Vila Cortês da Serra;383281;
16J090620: Vila Franca da Serra;366929;
16J090621: Vila Nova de Tazem;590551;
16J0907: Guarda;16319422;
16J090766: Adão;361391;
16J090703: Aldeia do Bispo;137959;
16J090704: Aldeia Viçosa;228183;
16J090705: Alvendre;271825;
16J090706: Arrifana;330748;
16J090708: Avelãs da Ribeira;335008;
16J090709: Benespera;522430;
16J090711: Casal de Cinza;554259;
16J090712: Castanheira;258976;
16J090713: Cavadoude;235341;
16J090714: Codesseiro;250380;
16J090716: Faia;925345;
16J090717: Famalicão;162277;
16J090718: Fernão Joanes;246097;
16J090757: Gonçalo;650895;
16J090721: Gonçalo Bocas;110622;
16J090758: Guarda;936052;
16J090759: Jarmelo São Miguel;414476;
16J090760: Jarmelo São Pedro;754439;
16J090722: João Antão;75235;
16J090723: Maçainhas;326789;
16J090724: Marmeleiro;571574;
16J090725: Meios;138777;
16J090728: Panoias de Cima;613040;
16J090729: Pega;103503;
16J090730: Pêra do Moço;513787;
16J090732: Porto da Carne;41992;
16J090734: Ramela;557233;
16J090738: Santana da Azinha;382131;
16J090744: Sobral da Serra;159227;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;205928;
16J090762: União de freguesias de Corujeira e Trinta;341683;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;330663;
16J090764: União de freguesias de Pousade e Albardo;267413;
16J090765: União de freguesias de Rochoso e Monte Margarida;258990;
16J090746: Vale de Estrela;149233;
16J090747: Valhelhas;691885;
16J090748: Vela;700743;
16J090749: Videmonte;494569;
16J090750: Vila Cortês do Mondego;108418;
16J090751: Vila Fernando;766460;
16J090752: Vila Franca do Deão;366409;
16J090753: Vila Garcia;467038;
16J0908: Manteigas;478527;
16J090802: Manteigas (Santa Maria);180112;
16J090803: Manteigas (São Pedro);202672;
16J090801: Sameiro;37433;
16J090804: Vale de Amoreira;58310;
16J0909: Mêda;8684649;
16J090901: Aveloso;266189;
16J090902: Barreira;324741;
16J090905: Coriscada;746902;
16J090907: Longroiva;1391844;
16J090908: Marialva;382282;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1739829;
16J090912: Poço do Canto;809315;
16J090918: Prova e Casteição;606994;
16J090914: Rabaçal;717596;
16J090915: Ranhados;1052318;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;646641;
16J0910: Pinhel;18717681;
16J091028: Agregação das freguesias Sul de Pinhel;986731;
16J091032: Alto do Palurdo;1186927;
16J091029: Alverca da Beira/Bouça Cova;1077841;
16J091009: Ervedosa;513190;
16J091010: Freixedas;1509244;
16J091012: Lamegal;615107;
16J091013: Lameiras;668713;
16J091014: Manigoto;576922;
16J091015: Pala;1258200;
16J091017: Pinhel;2274790;
16J091018: Pínzio;465940;
16J091024: Souro Pires;1314640;
16J091030: Terras de Massueime;1313510;
16J091035: União das freguesias de Atalaia e Safurdão;686424;
16J091031: Valbom/Bogalhal;1664875;
16J091033: Vale do Côa;799645;
16J091034: Vale do Massueime;1161099;
16J091027: Vascoveiro;643881;
16J0911: Sabugal;10701086;
16J091101: Águas Belas;90366;
16J091103: Aldeia da Ponte;612649;
16J091102: Aldeia do Bispo;80304;
16J091106: Aldeia Velha;184706;
16J091107: Alfaiates;231356;
16J091109: Baraçal;185204;
16J091110: Bendada;709114;
16J091111: Bismula;237135;
16J091112: Casteleiro;804443;
16J091113: Cerdeira;183470;
16J091114: Fóios;246341;
16J091118: Malcata;67017;
16J091120: Nave;132696;
16J091123: Quadrazais;416633;
16J091124: Quintas de São Bartolomeu;119918;
16J091125: Rapoula do Côa;54345;
16J091126: Rebolosa;200160;
16J091127: Rendo;258125;
16J091133: Sortelha;564686;
16J091134: Souto;691443;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;1185428;
16J091142: União das freguesias de Lajeosa e Forcalhos;427592;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;512034;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;208450;
16J091146: União das freguesias de Santo Estêvão e Moita;356845;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;355845;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;879476;
16J091136: Vale de Espinho;360092;
16J091138: Vila Boa;186284;
16J091139: Vila do Touro;158928;
16J0912: Seia;7548079;
16J091201: Alvoco da Serra;111266;
16J091205: Girabolhos;248003;
16J091207: Loriga;283756;
16J091208: Paranhos;518584;
16J091209: Pinhanços;586741;
16J091210: Sabugueiro;66933;
16J091212: Sandomil;477447;
16J091213: Santa Comba;585702;
16J091216: Santiago;328024;
16J091219: Sazes da Beira;24117;
16J091221: Teixeira;80742;
16J091224: Travancinha;228102;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;484962;
16J091231: União das freguesias de Sameice e Santa Eulália;672290;
16J091232: União das freguesias de Santa Marinha e São Martinho;708882;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;803570;
16J091234: União das freguesias de Torrozelo e Folhadosa;148758;
16J091235: União das freguesias de Tourais e Lajes;899876;
16J091236: União das freguesias de Vide e Cabeça;101471;
16J091225: Valezim;82789;
16J091228: Vila Cova à Coelheira;106066;
16J0913: Trancoso;11886547;
16J091301: Aldeia Nova;416116;
16J091303: Castanheira;243780;
16J091304: Cogula;157899;
16J091305: Cótimos;310237;
16J091307: Fiães;318315;
16J091309: Granja;884445;
16J091310: Guilheiro;317517;
16J091311: Moimentinha;253702;
16J091312: Moreira de Rei;500888;
16J091313: Palhais;261201;
16J091314: Póvoa do Concelho;709223;
16J091315: Reboleiro;75185;
16J091316: Rio de Mel;588989;
16J091321: Tamanhos;528208;
16J091330: União das freguesias de Freches e Torres;839971;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;723923;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;1872503;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;614670;
16J091334: União das freguesias de Vila Franca das Naves e Feital;1030355;
16J091335: União das freguesias de Vilares e Carnicães;788918;
16J091325: Valdujo;450501;
17: Área Metropolitana de Lisboa;307606825;
170: Área Metropolitana de Lisboa;307606825;
1701502: Alcochete;20044857;
170150201: Alcochete;18601027;
170150202: Samouco;197318;
170150203: São Francisco;1246512;
1701503: Almada;2924771;
170150303: Costa da Caparica;2305096;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;69371;
170150313: União das freguesias de Caparica e Trafaria;367280;
170150314: União das freguesias de Charneca de Caparica e Sobreda;166991;
170150315: União das freguesias de Laranjeiro e Feijó;16033;
1701115: Amadora;50129;
170111512: Alfragide;- -;
170111513: Águas Livres;- -;
170111514: Encosta do Sol;6690;
170111515: Falagueira-Venda Nova;8283;
170111516: Mina de Água;6768;
170111517: Venteira;27469;
1701504: Barreiro;388942;
170150407: Santo António da Charneca;202357;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;101052;
170150410: União das freguesias de Barreiro e Lavradio;33955;
170150411: União das freguesias de Palhais e Coina;51577;
1701105: Cascais;582298;
170110501: Alcabideche;348668;
170110506: São Domingos de Rana;101415;
170110507: União das freguesias de Carcavelos e Parede;14359;
170110508: União das freguesias de Cascais e Estoril;117857;
1701106: Lisboa;799762;
170110601: Ajuda;- -;
170110602: Alcântara;57186;
170110654: Alvalade;- -;
170110655: Areeiro;2748;
170110656: Arroios;- -;
170110657: Avenidas Novas;- -;
170110607: Beato;- -;
170110658: Belém;- -;
170110608: Benfica;- -;
170110659: Campo de Ourique;- -;
170110610: Campolide;- -;
170110611: Carnide;8276;
170110660: Estrela;- -;
170110618: Lumiar;- -;
170110621: Marvila;- -;
170110661: Misericórdia;727687;
170110633: Olivais;- -;
170110662: Parque das Nações;- -;
170110663: Penha de França;- -;
170110664: Santa Clara;- -;
170110665: Santa Maria Maior;- -;
170110666: Santo António;3866;
170110639: São Domingos de Benfica;- -;
170110667: São Vicente;- -;
1701107: Loures;26219381;
170110702: Bucelas;12288577;
170110705: Fanhões;384404;
170110707: Loures;5409996;
170110708: Lousa;1439046;
170110731: União das freguesias de Camarate, Unhos e Apelação;64366;
170110726: União das freguesias de Moscavide e Portela;20575;
170110727: União das freguesias de Sacavém e Prior Velho;11924;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;29462;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;5557969;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;1011225;
1701109: Mafra;47715298;
170110902: Carvoeira;605676;
170110904: Encarnação;9687637;
170110906: Ericeira;411128;
170110909: Mafra;4981081;
170110911: Milharado;4673556;
170110913: Santo Isidoro;4112340;
170110918: União das freguesias de Azueira e Sobral da Abelheira;13331485;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;5476196;
170110920: União das freguesias de Igreja Nova e Cheleiros;1643359;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;937455;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;1855385;
1701506: Moita;5371086;
170150601: Alhos Vedros;1830499;
170150603: Moita;3290273;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;8898;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;241416;
1701507: Montijo;63978681;
170150701: Canha;31929600;
170150704: Sarilhos Grandes;5659222;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;4596206;
170150710: União das freguesias de Montijo e Afonsoeiro;6671267;
170150711: União das freguesias de Pegões;15122386;
1701116: Odivelas;461748;
170111603: Odivelas;72939;
170111608: União das freguesias de Pontinha e Famões;181271;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;4554;
170111610: União das freguesias de Ramada e Caneças;202985;
1701110: Oeiras;195884;
170111002: Barcarena;65215;
170111009: Porto Salvo;9127;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;13368;
170111013: União das freguesias de Carnaxide e Queijas;- -;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;108174;
1701508: Palmela;74415946;
170150802: Palmela;13934989;
170150803: Pinhal Novo;12541403;
170150804: Quinta do Anjo;4802439;
170150806: União das freguesias de Poceirão e Marateca;43137115;
1701510: Seixal;481962;
170151002: Amora;90430;
170151005: Corroios;10813;
170151006: Fernão Ferro;332796;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;47923;
1701511: Sesimbra;2608291;
170151103: Quinta do Conde;5326;
170151101: Sesimbra (Castelo);2602966;
170151102: Sesimbra (Santiago);- -;
1701512: Setúbal;6598154;
170151207: Gâmbia-Pontes-Alto da Guerra;1590591;
170151208: Sado;675946;
170151205: Setúbal (São Sebastião);1384766;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);2134145;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);812705;
1701111: Sintra;16010966;
170111102: Algueirão-Mem Martins;393588;
170111115: Casal de Cambra;17301;
170111105: Colares;932902;
170111108: Rio de Mouro;99285;
170111122: União das freguesias de Agualva e Mira-Sintra;2559;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;7248455;
170111125: União das freguesias de Massamá e Monte Abraão;- -;
170111126: União das freguesias de Queluz e Belas;271521;
170111127: União das freguesias de São João das Lampas e Terrugem;6252221;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);779348;
170111124: União das freguesias do Cacém e São Marcos;13787;
1701114: Vila Franca de Xira;38758670;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1323077;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;306400;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;1636147;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3443;
170111408: Vialonga;436311;
170111409: Vila Franca de Xira;35053291;
18: Alentejo;1473054240;
181: Alentejo Litoral;203741788;
1811501: Alcácer do Sal;49520442;
181150106: Comporta;1565634;
181150105: São Martinho;674228;
181150104: Torrão;13737021;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;33543560;
1811505: Grândola;29515420;
181150501: Azinheira dos Barros e São Mamede do Sádão;4962049;
181150505: Carvalhal;616151;
181150503: Melides;3116382;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;20820839;
1810211: Odemira;81805033;
181021116: Boavista dos Pinheiros;4323950;
181021118: Colos;3447910;
181021117: Longueira/Almograve;20186387;
181021115: Luzianes-Gare;560145;
181021102: Relíquias;1785727;
181021103: Sabóia;1785356;
181021119: Santa Clara-a-Velha;742039;
181021106: São Luís;1987607;
181021107: São Martinho das Amoreiras;1130351;
181021120: São Salvador e Santa Maria;2405372;
181021121: São Teotónio;37947967;
181021122: Vale de Santiago;2235315;
181021111: Vila Nova de Milfontes;1163011;
1811509: Santiago do Cacém;38554210;
181150901: Abela;6645540;
181150902: Alvalade;11611245;
181150903: Cercal;3994923;
181150904: Ermidas-Sado;2345454;
181150907: Santo André;2721239;
181150910: São Francisco da Serra;932806;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;4769998;
181150913: União das freguesias de São Domingos e Vale de Água;5533006;
1811513: Sines;4346682;
181151302: Porto Covo;1484491;
181151301: Sines;2862192;
184: Baixo Alentejo;310806335;
1840201: Aljustrel;34205127;
184020102: Ervidel;1642459;
184020103: Messejana;12080644;
184020104: São João de Negrilhos;5026823;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;15455201;
1840202: Almodôvar;11284586;
184020208: Aldeia dos Fernandes;185244;
184020203: Rosário;1275534;
184020205: Santa Cruz;1665633;
184020206: São Barnabé;758801;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;4751298;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;2648077;
1840203: Alvito;10913675;
184020301: Alvito;6834397;
184020302: Vila Nova da Baronia;4079277;
1840204: Barrancos;3923101;
184020401: Barrancos;3923101;
1840205: Beja;57000974;
184020502: Baleizão;6068672;
184020503: Beringel;432380;
184020504: Cabeça Gorda;5685105;
184020506: Nossa Senhora das Neves;2893511;
184020510: Santa Clara de Louredo;2376402;
184020516: São Matias;3186210;
184020519: União das freguesias de Albernoa e Trindade;9066328;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);1545765;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);2009713;
184020522: União das freguesias de Salvada e Quintos;9288787;
184020523: União das freguesias de Santa Vitória e Mombeja;12386505;
184020524: União das freguesias de Trigaches e São Brissos;2061595;
1840206: Castro Verde;15688308;
184020603: Entradas;2092989;
184020604: Santa Bárbara de Padrões;1186112;
184020605: São Marcos da Ataboeira;2878345;
184020606: União das freguesias de Castro Verde e Casével;9530862;
1840207: Cuba;11557150;
184020701: Cuba;7067665;
184020702: Faro do Alentejo;1665573;
184020703: Vila Alva;2175556;
184020704: Vila Ruiva;648356;
1840208: Ferreira do Alentejo;39853916;
184020803: Figueira dos Cavaleiros;9712334;
184020804: Odivelas;4345223;
184020807: União das freguesias de Alfundão e Peroguarda;7440496;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;18355863;
1840209: Mértola;21643584;
184020901: Alcaria Ruiva;6140941;
184020902: Corte do Pinto;1506457;
184020903: Espírito Santo;1335838;
184020904: Mértola;4557934;
184020905: Santana de Cambas;3112612;
184020906: São João dos Caldeireiros;1458670;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;3531132;
1840210: Moura;34980260;
184021001: Amareleja;4258958;
184021002: Póvoa de São Miguel;7284067;
184021008: Sobral da Adiça;4855865;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;13361277;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;5220093;
1840212: Ourique;17038170;
184021203: Ourique;7014471;
184021206: Santana da Serra;1272904;
184021207: União das freguesias de Garvão e Santa Luzia;2692049;
184021208: União das freguesias de Panoias e Conceição;6058746;
1840213: Serpa;38273450;
184021302: Brinches;3995429;
184021303: Pias;7518371;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);14997906;
